Word,Gender,Number,Lemma
odographique,masculine,singular,odographique
odométrique,invariable,singular,odométrique
odométriques,invariable,plural,odométrique
odontalgique,invariable,singular,odontalgique
odontalgiques,invariable,plural,odontalgique
odontoblastique,invariable,singular,odontoblastique
odontoblastiques,invariable,plural,odontoblastique
odontogène,masculine,singular,odontogène
odontologique,invariable,singular,odontologique
odontologiques,invariable,plural,odontologique
odontoplasique,invariable,singular,odontoplasique
odontoplasiques,invariable,plural,odontoplasique
odontoplastique,masculine,singular,odontoplastique
odontorragique,invariable,singular,odontorragique
odontorragiques,invariable,plural,odontorragique
odontoïde,invariable,singular,odontoïde
odontoïdes,invariable,plural,odontoïde
odontriteur,masculine,singular,odontriteur
odontriteurs,masculine,plural,odontriteur
odontritrice,feminine,singular,odontriteur
odontritrices,feminine,plural,odontriteur
odorant,masculine,singular,odorant
odorants,masculine,plural,odorant
odorante,feminine,singular,odorant
odorantes,feminine,plural,odorant
odoratif,masculine,singular,odoratif
odoratifs,masculine,plural,odoratif
odorative,feminine,singular,odoratif
odoratives,feminine,plural,odoratif
odoreux,masculine,singular,odoreux
odoriférant,masculine,singular,odoriférant
odoriférants,masculine,plural,odoriférant
odoriférante,feminine,singular,odoriférant
odoriférantes,feminine,plural,odoriférant
odysséen,masculine,singular,odysséen
odysséens,masculine,plural,odysséen
odysséenne,feminine,singular,odysséen
odysséennes,feminine,plural,odysséen
odéonesque,masculine,singular,odéonesque
odéonien,masculine,singular,odéonien
oecologique,invariable,singular,oecologique
oecologiques,invariable,plural,oecologique
oecuménique,invariable,singular,oecuménique
oecuméniques,invariable,plural,oecuménique
oecuméniste,invariable,singular,oecuméniste
oecuménistes,invariable,plural,oecuméniste
oedipien,masculine,singular,oedipien
oedipiens,masculine,plural,oedipien
oedipienne,feminine,singular,oedipien
oedipiennes,feminine,plural,oedipien
oedométrique,invariable,singular,oedométrique
oedométriques,invariable,plural,oedométrique
oedémateuse,feminine,singular,oedémateux
oedémateuses,feminine,plural,oedémateux
oedémateux,masculine,invariable,oedémateux
oedématique,masculine,singular,oedématique
oedématié,masculine,singular,oedématié
oeillère,feminine,singular,oeillère
oeillères,feminine,plural,oeillère
oeillé,masculine,singular,oeillé
oeillés,masculine,plural,oeillé
oeillée,feminine,singular,oeillé
oeillées,feminine,plural,oeillé
oenanthique,invariable,singular,oenanthique
oenanthiques,invariable,plural,oenanthique
oenanthylique,invariable,singular,oenanthylique
oenanthyliques,invariable,plural,oenanthylique
oenolique,invariable,singular,oenolique
oenoliques,invariable,plural,oenolique
oenologique,invariable,singular,oenologique
oenologiques,invariable,plural,oenologique
oenométrique,invariable,singular,oenométrique
oenométriques,invariable,plural,oenométrique
oenophile,masculine,singular,oenophile
oeso-gastro-duodénal,masculine,singular,oeso-gastro-duodénal
oeso-gastro-duodénaux,masculine,plural,oeso-gastro-duodénal
oeso-gastro-duodénale,feminine,singular,oeso-gastro-duodénal
oeso-gastro-duodénales,feminine,plural,oeso-gastro-duodénal
oesophagien,masculine,singular,oesophagien
oesophagiens,masculine,plural,oesophagien
oesophagienne,feminine,singular,oesophagien
oesophagiennes,feminine,plural,oesophagien
oesophagique,invariable,singular,oesophagique
oesophagiques,invariable,plural,oesophagique
oesophago-salivaires,invariable,plural,oesophago-salivaire
oesophagorragique,masculine,singular,oesophagorragique
oestral,masculine,singular,oestral
oestraux,masculine,plural,oestral
oestrale,feminine,singular,oestral
oestrales,feminine,plural,oestral
oestrien,masculine,singular,oestrien
oestriens,masculine,plural,oestrien
oestrienne,feminine,singular,oestrien
oestriennes,feminine,plural,oestrien
oestro-progestatifs,masculine,plural,oestro-progestatif
oestro-progestative,feminine,singular,oestro-progestatif
oestro-progestatives,feminine,plural,oestro-progestatif
oestrogène,invariable,singular,oestrogène
oestrogènes,invariable,plural,oestrogène
oestrogénique,invariable,singular,oestrogénique
oestrogéniques,invariable,plural,oestrogénique
oestroprogestatif,masculine,singular,oestroprogestatif
oestroprogestatifs,masculine,plural,oestroprogestatif
oestroprogestative,feminine,singular,oestroprogestatif
oestroprogestatives,feminine,plural,oestroprogestatif
oeuvé,masculine,singular,oeuvé
oeuvés,masculine,plural,oeuvé
oeuvée,feminine,singular,oeuvé
oeuvées,feminine,plural,oeuvé
off,invariable,singular,off
offs,invariable,plural,off
off-shore,invariable,singular,off-shore
off-shores,invariable,plural,off-shore
offensable,invariable,singular,offensable
offensables,invariable,plural,offensable
offensant,masculine,singular,offensant
offensants,masculine,plural,offensant
offensante,feminine,singular,offensant
offensantes,feminine,plural,offensant
offensif,masculine,singular,offensif
offensifs,masculine,plural,offensif
offensive,feminine,singular,offensif
offensives,feminine,plural,offensif
offensé,masculine,singular,offensé
offensés,masculine,plural,offensé
offensée,feminine,singular,offensé
offensées,feminine,plural,offensé
offert,masculine,singular,offert
offerts,masculine,plural,offert
offerte,feminine,singular,offert
offertes,feminine,plural,offert
officialisé,masculine,singular,officialisé
officialisés,masculine,plural,officialisé
officialisée,feminine,singular,officialisé
officialisées,feminine,plural,officialisé
officiant,masculine,singular,officiant
officiants,masculine,plural,officiant
officiante,feminine,singular,officiant
officiantes,feminine,plural,officiant
officiel,masculine,singular,officiel
officiels,masculine,plural,officiel
officielle,feminine,singular,officiel
officielles,feminine,plural,officiel
officieuse,feminine,singular,officieux
officieuses,feminine,plural,officieux
officieux,masculine,invariable,officieux
officinal,masculine,singular,officinal
officinaux,masculine,plural,officinal
officinale,feminine,singular,officinal
officinales,feminine,plural,officinal
offrant,masculine,singular,offrant
offrants,masculine,plural,offrant
offrante,feminine,singular,offrant
offrantes,feminine,plural,offrant
offreur,masculine,singular,offreur
offreurs,masculine,plural,offreur
offreuse,feminine,singular,offreur
offreuses,feminine,plural,offreur
offset,invariable,singular,offset
offsets,invariable,plural,offset
offshore,invariable,singular,offshore
offshores,invariable,plural,offshore
offusqué,masculine,singular,offusqué
offusqués,masculine,plural,offusqué
offusquée,feminine,singular,offusqué
offusquées,feminine,plural,offusqué
ogam,invariable,invariable,ogam
ogamique,invariable,singular,ogamique
ogamiques,invariable,plural,ogamique
ogham,invariable,invariable,ogham
oghamique,invariable,singular,oghamique
oghamiques,invariable,plural,oghamique
ogival,masculine,singular,ogival
ogivaux,masculine,plural,ogival
ogivale,feminine,singular,ogival
ogivales,feminine,plural,ogival
ogivial,masculine,singular,ogivial
ogoni,masculine,singular,ogoni
ogonis,masculine,plural,ogoni
ogonie,feminine,singular,ogoni
ogonies,feminine,plural,ogoni
ogresque,invariable,singular,ogresque
ogresques,invariable,plural,ogresque
ohmique,invariable,singular,ohmique
ohmiques,invariable,plural,ohmique
oint,masculine,singular,oint
oints,masculine,plural,oint
ointe,feminine,singular,oint
ointes,feminine,plural,oint
oiseleur,masculine,singular,oiseleur
oiseleurs,masculine,plural,oiseleur
oiselé,masculine,singular,oiselé
oiselés,masculine,plural,oiselé
oiselée,feminine,singular,oiselé
oiselées,feminine,plural,oiselé
oiseuse,feminine,singular,oiseux
oiseuses,feminine,plural,oiseux
oiseux,masculine,invariable,oiseux
oisif,masculine,singular,oisif
oisifs,masculine,plural,oisif
oisive,feminine,singular,oisif
oisives,feminine,plural,oisif
OK,invariable,invariable,ok
olfactif,masculine,singular,olfactif
olfactifs,masculine,plural,olfactif
olfactive,feminine,singular,olfactif
olfactives,feminine,plural,olfactif
olfacto-génital,masculine,singular,olfacto-génital
olfactogénital,masculine,singular,olfactogénital
olfactogénitaux,masculine,plural,olfactogénital
olfactogénitale,feminine,singular,olfactogénital
olfactogénitales,feminine,plural,olfactogénital
olfactoire,masculine,singular,olfactoire
oligarchique,invariable,singular,oligarchique
oligarchiques,invariable,plural,oligarchique
oligiste,invariable,singular,oligiste
oligistes,invariable,plural,oligiste
oligoblastique,invariable,singular,oligoblastique
oligoblastiques,invariable,plural,oligoblastique
oligochète,invariable,singular,oligochète
oligochètes,invariable,plural,oligochète
oligoclonal,masculine,singular,oligoclonal
oligoclonaux,masculine,plural,oligoclonal
oligoclonale,feminine,singular,oligoclonal
oligoclonales,feminine,plural,oligoclonal
oligocène,invariable,singular,oligocène
oligocènes,invariable,plural,oligocène
oligodendrocytaire,invariable,singular,oligodendrocytaire
oligodendrocytaires,invariable,plural,oligodendrocytaire
oligodynamique,invariable,singular,oligodynamique
oligodynamiques,invariable,plural,oligodynamique
oligohormonal,masculine,singular,oligohormonal
oligohormonaux,masculine,plural,oligohormonal
oligohormonale,feminine,singular,oligohormonal
oligohormonales,feminine,plural,oligohormonal
oligolécithe,masculine,singular,oligolécithe
oligolécithique,masculine,singular,oligolécithique
oligomacronéphronique,invariable,singular,oligomacronéphronique
oligomacronéphroniques,invariable,plural,oligomacronéphronique
oligomictique,invariable,singular,oligomictique
oligomictiques,invariable,plural,oligomictique
oligomorphe,masculine,singular,oligomorphe
oligométallique,invariable,singular,oligométallique
oligométalliques,invariable,plural,oligométallique
oligophage,masculine,singular,oligophage
oligophrène,invariable,singular,oligophrène
oligophrènes,invariable,plural,oligophrène
oligophyodonte,masculine,singular,oligophyodonte
oligopode,masculine,singular,oligopode
oligopolique,masculine,singular,oligopolique
oligopolistique,invariable,singular,oligopolistique
oligopolistiques,invariable,plural,oligopolistique
oligosaccharidique,invariable,singular,oligosaccharidique
oligosaccharidiques,invariable,plural,oligosaccharidique
oligosperme,masculine,singular,oligosperme
oligurique,invariable,singular,oligurique
oliguriques,invariable,plural,oligurique
olivacé,masculine,singular,olivacé
olivacés,masculine,plural,olivacé
olivacée,feminine,singular,olivacé
olivacées,feminine,plural,olivacé
olivaire,invariable,singular,olivaire
olivaires,invariable,plural,olivaire
olive,invariable,invariable,olive
olivâtre,invariable,singular,olivâtre
olivâtres,invariable,plural,olivâtre
ollaire,invariable,singular,ollaire
ollaires,invariable,plural,ollaire
olmèque,invariable,singular,olmèque
olmèques,invariable,plural,olmèque
olographe,invariable,singular,olographe
olographes,invariable,plural,olographe
olympeux,masculine,singular,olympeux
olympien,masculine,singular,olympien
olympiens,masculine,plural,olympien
olympienne,feminine,singular,olympien
olympiennes,feminine,plural,olympien
olympique,invariable,singular,olympique
olympiques,invariable,plural,olympique
oléacé,masculine,singular,oléacé
oléacés,masculine,plural,oléacé
oléacée,invariable,singular,oléacé
oléacées,invariable,plural,oléacé
oléagineuse,feminine,singular,oléagineux
oléagineuses,feminine,plural,oléagineux
oléagineux,masculine,invariable,oléagineux
oléanolique,invariable,singular,oléanolique
oléanoliques,invariable,plural,oléanolique
olécranien,masculine,singular,olécranien
olécraniens,masculine,plural,olécranien
olécranienne,feminine,singular,olécranien
olécraniennes,feminine,plural,olécranien
olécrânien,masculine,singular,olécrânien
olécrâniens,masculine,plural,olécrânien
olécrânienne,feminine,singular,olécrânien
olécrâniennes,feminine,plural,olécrânien
oléfiant,masculine,singular,oléfiant
oléfiants,masculine,plural,oléfiant
oléfiante,feminine,singular,oléfiant
oléfiantes,feminine,plural,oléfiant
oléfinique,invariable,singular,oléfinique
oléfiniques,invariable,plural,oléfinique
oléicole,invariable,singular,oléicole
oléicoles,invariable,plural,oléicole
oléifiant,masculine,singular,oléifiant
oléifiants,masculine,plural,oléifiant
oléifiante,feminine,singular,oléifiant
oléifiantes,feminine,plural,oléifiant
oléiforme,invariable,singular,oléiforme
oléiformes,invariable,plural,oléiforme
oléifère,invariable,singular,oléifère
oléifères,invariable,plural,oléifère
oléique,invariable,singular,oléique
