,lemma,"('singular', 'masculine')","('plural', 'masculine')","('singular', 'feminine')","('plural', 'feminine')","('singular', 'invariable')","('plural', 'invariable')","('invariable', 'masculine')","('invariable', 'invariable')","('invariable', 'feminine')"
2962,approvisionné,approvisionné,approvisionnés,approvisionnée,approvisionnées,,,,,
2963,approximant,approximant,approximants,approximante,approximantes,,,,,
2964,approximatif,approximatif,approximatifs,approximative,approximatives,,,,,
2965,appréciable,,,,,appréciable,appréciables,,,
2966,appréciateur,appréciateur,appréciateurs,appréciatrice,appréciatrices,,,,,
2967,appréciatif,appréciatif,appréciatifs,appréciative,appréciatives,,,,,
2968,apprécié,apprécié,appréciés,appréciée,appréciées,,,,,
2969,appréhendé,appréhendé,appréhendés,appréhendée,appréhendées,,,,,
2970,appréhensif,appréhensif,appréhensifs,appréhensive,appréhensives,,,,,
2971,apprêté,apprêté,apprêtés,apprêtée,apprêtées,,,,,
2972,appuyeur,appuyeur,appuyeurs,,,,,,,
2973,appuyé,appuyé,appuyés,appuyée,appuyées,,,,,
2974,appâli,appâli,appâlis,appâlie,appâlies,,,,,
2975,appétent,appétent,appétents,appétente,appétentes,,,,,
2976,appétible,,,,,appétible,appétibles,,,
2977,appétissant,appétissant,appétissants,appétissante,appétissantes,,,,,
2978,appétitif,appétitif,appétitifs,appétitive,appétitives,,,,,
2979,apractognosique,,,,,apractognosique,apractognosiques,,,
2980,apragmatique,,,,,apragmatique,apragmatiques,,,
2981,apraxique,,,,,apraxique,apraxiques,,,
2982,aprilin,aprilin,aprilins,apriline,aprilines,,,,,
2983,apriorique,,,,,apriorique,aprioriques,,,
2984,aprioriste,,,,,aprioriste,aprioristes,,,
2985,aprioristique,,,,,aprioristique,aprioristiques,,,
2986,aprioritique,,,,,aprioritique,aprioritiques,,,
2987,apriste,,,,,apriste,apristes,,,
2988,aprotique,,,,,aprotique,aprotiques,,,
2989,après-rasage,,,,,après-rasage,après-rasages,,,
2990,après-ski,après-ski,,,,,,,,
2991,après-vacances,après-vacances,,,,,,,,
2992,après-vente,,,,,après-vente,après-ventes,,,
2993,apsidal,apsidal,apsidaux,apsidale,apsidales,,,,,
2994,apte,,,,,apte,aptes,,,
2995,aptien,aptien,aptiens,aptienne,aptiennes,,,,,
2996,aptère,,,,,aptère,aptères,,,
2997,aptères,aptères,,,,,,,,
2998,apulien,apulien,apuliens,apulienne,apuliennes,,,,,
2999,apyre,,,,,apyre,apyres,,,
3000,apyrexique,,,,,apyrexique,apyrexiques,,,
3001,apyrogène,,,,,apyrogène,apyrogènes,,,
3002,apyrétique,,,,,apyrétique,apyrétiques,,,
3003,apâli,apâli,apâlis,apâlie,apâlies,,,,,
3004,apérianthé,apérianthé,apérianthés,apérianthée,apérianthées,,,,,
3005,apériodique,,,,,apériodique,apériodiques,,,
3006,apériteur,apériteur,apériteurs,apéritrice,apéritrices,,,,,
3007,apéritif,apéritif,apéritifs,apéritive,apéritives,,,,,
3008,apétale,,,,,apétale,apétales,,,
3009,apétalé,apétalé,apétalés,apétalée,apétalées,,,,,
3010,aquacole,,,,,aquacole,aquacoles,,,
3011,aquafortiste,,,,,aquafortiste,aquafortistes,,,
3012,aquarellable,,,,,aquarellable,aquarellables,,,
3013,aquarelliste,,,,,aquarelliste,aquarellistes,,,
3014,aquarellé,aquarellé,aquarellés,aquarellée,aquarellées,,,,,
3015,aquarien,aquarien,aquariens,aquarienne,aquariennes,,,,,
3016,aquariophile,,,,,aquariophile,aquariophiles,,,
3017,aquatique,,,,,aquatique,aquatiques,,,
3018,aquatubulaire,,,,,aquatubulaire,aquatubulaires,,,
3019,aqueux,,,aqueuse,aqueuses,,,aqueux,,
3020,aquicole,,,,,aquicole,aquicoles,,,
3021,aquifère,,,,,aquifère,aquifères,,,
3022,aquilain,aquilain,aquilains,,,,,,,
3023,aquilant,aquilant,aquilants,,,,,,,
3024,aquilin,aquilin,aquilins,aquiline,aquilines,,,,,
3025,aquilonaire,,,,,aquilonaire,aquilonaires,,,
3026,aquisextain,aquisextain,aquisextains,aquisextaine,aquisextaines,,,,,
3027,aquitain,aquitain,aquitains,aquitaine,aquitaines,,,,,
3028,aquitanien,aquitanien,aquitaniens,aquitanienne,aquitaniennes,,,,,
3029,arabe,,,,,arabe,arabes,,,
3030,arabesque,,,,,arabesque,arabesques,,,
3031,arabica,,,,,,,,arabica,
3032,arabique,,,,,arabique,arabiques,,,
3033,arabisant,arabisant,arabisants,arabisante,arabisantes,,,,,
3034,arabiste,,,,,arabiste,arabistes,,,
3035,arabisé,arabisé,arabisés,arabisée,arabisées,,,,,
3036,arable,,,,,arable,arables,,,
3037,arabo-altaïque,,,,,arabo-altaïque,,,,
3038,arabo-andalou,arabo-andalou,arabo-andalous,,,,,,,
3039,arabo-andalouse,,,arabo-andalouse,arabo-andalouses,,,,,
3040,arabo-berbère,,,,,arabo-berbère,arabo-berbères,,,
3041,arabo-islamique,,,,,arabo-islamique,arabo-islamiques,,,
3042,arabo-musulman,arabo-musulman,arabo-musulmans,arabo-musulmane,arabo-musulmanes,,,,,
3043,arabo-persique,,,,,arabo-persique,arabo-persiques,,,
3044,arabonique,,,,,arabonique,araboniques,,,
3045,arabophone,,,,,arabophone,arabophones,,,
3046,arachidique,,,,,arachidique,arachidiques,,,
3047,arachidonique,,,,,arachidonique,arachidoniques,,,
3048,arachinodique,,,,,arachinodique,arachinodiques,,,
3049,arachnodactyle,,,,,arachnodactyle,arachnodactyles,,,
3050,arachnologique,,,,,arachnologique,arachnologiques,,,
3051,arachnophobe,,,,,arachnophobe,arachnophobes,,,
3052,arachnoïde,,,,,arachnoïde,arachnoïdes,,,
3053,arachnoïdien,arachnoïdien,arachnoïdiens,arachnoïdienne,arachnoïdiennes,,,,,
3054,arachnéen,arachnéen,arachnéens,arachnéenne,arachnéennes,,,,,
3055,aracée,,,,,aracée,aracées,,,
3056,aragonais,,,aragonaise,aragonaises,,,aragonais,,
3057,aramide,,,,,aramide,aramides,,,
3058,araméen,araméen,araméens,araméenne,araméennes,,,,,
3059,araméophone,,,,,araméophone,araméophones,,,
3060,aranais,,,,,,,,aranais,
3061,aranéen,aranéen,aranéens,aranéenne,aranéennes,,,,,
3062,aranéeux,,,aranéeuse,aranéeuses,,,aranéeux,,
3063,aranéide,,,,,aranéide,aranéides,,,
3064,aranéifère,aranéifère,,,,,,,,
3065,aranéologique,,,,,aranéologique,aranéologiques,,,
3066,aranéoïde,,,,,aranéoïde,aranéoïdes,,,
3067,arasé,arasé,arasés,arasée,arasées,,,,,
3068,aratoire,,,,,aratoire,aratoires,,,
3069,araucan,araucan,araucans,araucane,araucanes,,,,,
3070,araucanien,araucanien,araucaniens,araucanienne,araucaniennes,,,,,
3071,arbitrable,,,,,arbitrable,arbitrables,,,
3072,arbitragiste,,,,,arbitragiste,arbitragistes,,,
3073,arbitraire,,,,,arbitraire,arbitraires,,,
3074,arbitral,arbitral,arbitraux,arbitrale,arbitrales,,,,,
3075,arbitré,arbitré,arbitrés,arbitrée,arbitrées,,,,,
3076,arboisien,arboisien,arboisiens,arboisienne,arboisiennes,,,,,
3077,arborescent,arborescent,arborescents,arborescente,arborescentes,,,,,
3078,arboricole,,,,,arboricole,arboricoles,,,
3079,arborisé,arborisé,arborisés,arborisée,arborisées,,,,,
3080,arboré,arboré,arborés,arborée,arborées,,,,,
3081,arbustif,arbustif,arbustifs,arbustive,arbustives,,,,,
3082,arc-bouté,arc-bouté,arc-boutés,arc-boutée,arc-boutées,,,,,
3083,arcadien,arcadien,arcadiens,arcadienne,arcadiennes,,,,,
3084,arcbouté,arcbouté,arcboutés,arcboutée,arcboutées,,,,,
3085,arcelé,arcelé,arcelés,arcelée,arcelées,,,,,
3086,archangélique,,,,,archangélique,archangéliques,,,
3087,archanthropien,archanthropien,archanthropiens,archanthropienne,archanthropiennes,,,,,
3088,archaïque,,,,,archaïque,archaïques,,,
3089,archaïsant,archaïsant,archaïsants,archaïsante,archaïsantes,,,,,
3090,archi-millionnaire,archi-millionnaire,,,,,,,,
3091,archiconnu,archiconnu,archiconnus,archiconnue,archiconnues,,,,,
3092,archicérébelleux,archicérébelleux,,archicérébelleuse,,,archicérébelleuses,,,
3093,archidiocésain,archidiocésain,archidiocésains,archidiocésaine,archidiocésaines,,,,,
3094,archiducal,archiducal,archiducaux,archiducale,archiducales,,,,,
3095,archifou,archifou,archifous,archifolle,archifolles,,,,,
3096,archiloquien,archiloquien,archiloquiens,archiloquienne,archiloquiennes,,,,,
3097,archimillionnaire,,,,,archimillionnaire,archimillionnaires,,,
3098,archimédien,archimédien,archimédiens,archimédienne,archimédiennes,,,,,
3099,archipallial,archipallial,archipalliaux,archipalliale,archipalliales,,,,,
3100,archiplein,archiplein,archipleins,archipleine,archipleines,,,,,
3101,archipresbytéral,archipresbytéral,archipresbytéraux,archipresbytérale,archipresbytérales,,,,,
3102,archipélagique,,,,,archipélagique,archipélagiques,,,
3103,architectonique,,,,,architectonique,architectoniques,,,
3104,architectrice,,,architectrice,architectrices,,,,,
3105,architectural,architectural,architecturaux,architecturale,architecturales,,,,,
3106,architecturé,architecturé,architecturés,architecturée,architecturées,,,,,
3107,architravé,architravé,architravés,architravée,architravées,,,,,
3108,archivistique,,,,,archivistique,archivistiques,,,
3109,archivé,archivé,archivés,archivée,archivées,,,,,
3110,archiépiscopal,archiépiscopal,archiépiscopaux,archiépiscopale,archiépiscopales,,,,,
3111,archéen,archéen,archéens,archéenne,archéennes,,,,,
3112,archéolithique,archéolithique,,,,,,,,
3113,archéologique,,,,,archéologique,archéologiques,,,
3114,archéozoologique,,,,,archéozoologique,archéozoologiques,,,
3115,archéozoïque,,,,,archéozoïque,archéozoïques,,,
3116,archétypal,archétypal,archétypaux,archétypale,archétypales,,,,,
3117,archétypique,,,,,archétypique,archétypiques,,,
3118,arciforme,,,,,arciforme,arciformes,,,
3119,arctique,,,,,arctique,arctiques,,,
3120,arcturien,arcturien,arcturiens,arcturienne,arcturiennes,,,,,
3121,ardasse,,,,,ardasse,ardasses,,,
3122,ardennais,,,ardennaise,ardennaises,,,ardennais,,
3123,ardent,ardent,ardents,ardente,ardentes,,,,,
3124,ardoiseux,,,ardoiseuse,ardoiseuses,,,ardoiseux,,
3125,ardoisien,ardoisien,ardoisiens,ardoisienne,ardoisiennes,,,,,
3126,ardoisier,ardoisier,ardoisiers,ardoisière,ardoisières,,,,,
3127,ardoisé,ardoisé,ardoisés,ardoisée,ardoisées,,,,,
3128,ardu,ardu,ardus,ardue,ardues,,,,,
3129,ardéchois,ardéchois,,ardéchoise,ardéchoises,,,,,
3130,areligieux,,,areligieuse,areligieuses,,,areligieux,,
3131,argentable,,,,,argentable,argentables,,,
3132,argental,argental,argentaux,argentale,argentales,,,,,
3133,argenteux,,,argenteuse,argenteuses,,,argenteux,,
3134,argentifère,,,,,argentifère,argentifères,,,
3135,argentin,argentin,argentins,argentine,argentines,,,,,
3136,argentique,,,,,argentique,argentiques,,,
3137,argentophile,argentophile,,,,,,,,
3138,argenté,argenté,argentés,argentée,argentées,,,,,
3139,argien,argien,argiens,argienne,argiennes,,,,,
3140,argilacé,argilacé,argilacés,argilacée,argilacées,,,,,
3141,argileux,,,argileuse,argileuses,,,argileux,,
3142,argilicole,argilicole,,,,,,,,
3143,argilifère,,,,,argilifère,argilifères,,,
3144,argilique,,,,,argilique,argiliques,,,
3145,argilo-calcaire,,,,,argilo-calcaire,argilo-calcaires,,,
3146,argilo-sableux,,,,argilo-sableuses,,,,,
3147,argilo-sablonneux,,,,argilo-sablonneuses,,,,,
3148,argonien,argonien,argoniens,argonienne,argoniennes,,,,,
3149,argotique,,,,,argotique,argotiques,,,
3150,argumentaire,,,,,argumentaire,argumentaires,,,
3151,argumental,argumental,argumentaux,argumentale,argumentales,,,,,
3152,argumentatif,argumentatif,argumentatifs,argumentative,argumentatives,,,,,
3153,argumenté,argumenté,argumentés,argumentée,argumentées,,,,,
3154,argutieux,,,argutieuse,argutieuses,,,argutieux,,
3155,argyrophile,,,,,argyrophile,argyrophiles,,,
3156,argyrophylle,argyrophylle,,,,,,,,
3157,arhize,arhize,,,,,,,,
3158,aride,,,,,aride,arides,,,
3159,arien,arien,ariens,arienne,ariennes,,,,,
3160,arillé,arillé,arillés,arillée,arillées,,,,,
3161,arioso,,,,,,,,arioso,
3162,aristo,,,,,aristo,aristos,,,
3163,aristocrate,,,,,aristocrate,aristocrates,,,
3164,aristocratique,,,,,aristocratique,aristocratiques,,,
3165,aristophanesque,,,,,aristophanesque,aristophanesques,,,
3166,aristophanien,aristophanien,aristophaniens,aristophanienne,aristophaniennes,,,,,
3167,aristotélicien,aristotélicien,aristotéliciens,aristotélicienne,aristotéliciennes,,,,,
3168,aristotélique,,,,,aristotélique,aristotéliques,,,
3169,arithmologique,,,,,arithmologique,arithmologiques,,,
3170,arithmomane,,,,,arithmomane,arithmomanes,,,
3171,arithmétique,,,,,arithmétique,arithmétiques,,,
3172,ariégeois,,,ariégeoise,ariégeoises,,,ariégeois,,
3173,arlequin,arlequin,arlequins,,,,,,,
3174,arlequiné,arlequiné,arlequinés,arlequinée,arlequinées,,,,,
3175,arlésien,arlésien,arlésiens,arlésienne,arlésiennes,,,,,
3176,armateur,armateur,armateurs,armatrice,armatrices,,,,,
3177,armaturé,armaturé,armaturés,armaturée,armaturées,,,,,
3178,armillaire,,,,,armillaire,armillaires,,,
3179,arminien,arminien,arminiens,arminienne,arminiennes,,,,,
3180,armoirié,armoirié,armoiriés,armoiriée,armoiriées,,,,,
3181,armorial,armorial,armoriaux,armoriale,armoriales,,,,,
3182,armoricain,armoricain,armoricains,armoricaine,armoricaines,,,,,
3183,armorique,,,,,armorique,armoriques,,,
3184,armorié,armorié,armoriés,armoriée,armoriées,,,,,
3185,armurier,armurier,armuriers,armurière,armurières,,,,,
3186,armuré,armuré,armurés,armurée,armurées,,,,,
3187,armé,armé,armés,armée,armées,,,,,
3188,arménien,arménien,arméniens,arménienne,arméniennes,,,,,
3189,arnaché,arnaché,arnachés,arnachée,arnachées,,,,,
3190,arnaqueur,arnaqueur,arnaqueurs,arnaqueuse,arnaqueuses,,,,,
3191,arnaqué,arnaqué,arnaqués,arnaquée,arnaquées,,,,,
3192,aromal,aromal,aromals,aromale,aromales,,,,,
3193,aromatique,,,,,aromatique,aromatiques,,,
3194,aromatisant,aromatisant,aromatisants,aromatisante,aromatisantes,,,,,
3195,aromatisé,aromatisé,aromatisés,aromatisée,aromatisées,,,,,
3196,arondinacé,arondinacé,arondinacés,arondinacée,arondinacées,,,,,
3197,arpenteur,arpenteur,arpenteurs,arpenteuse,arpenteuses,,,,,
3198,arpenteuse,,,arpenteuse,arpenteuses,,,,,
3199,arpenté,arpenté,arpentés,arpentée,arpentées,,,,,
3200,arpégé,arpégé,arpégés,arpégée,arpégées,,,,,
3201,arquemontant,arquemontant,arquemontants,arquemontante,arquemontantes,,,,,
3202,arquepoussé,arquepoussé,arquepoussés,arquepoussée,arquepoussées,,,,,
3203,arqué,arqué,arqués,arquée,arquées,,,,,
3204,arraché,arraché,arrachés,arrachée,arrachées,,,,,
3205,arrageois,,,arrageoise,arrageoises,,,arrageois,,
3206,arraisonné,arraisonné,arraisonnés,arraisonnée,arraisonnées,,,,,
3207,arrangeable,,,,,arrangeable,arrangeables,,,
3208,arrangeant,arrangeant,arrangeants,arrangeante,arrangeantes,,,,,
3209,arrangé,arrangé,arrangés,arrangée,arrangées,,,,,
3210,arraphique,,,,,arraphique,arraphiques,,,
3211,arrecteur,arrecteur,arrecteurs,,,,,,,
3212,arrhize,arrhize,,,,,,,,
3213,arrhénotoque,,,,,arrhénotoque,arrhénotoques,,,
3214,arrimé,arrimé,arrimés,arrimée,arrimées,,,,,
3215,arrivant,arrivant,arrivants,arrivante,arrivantes,,,,,
3216,arriviste,,,,,arriviste,arrivistes,,,
3217,arrivé,arrivé,arrivés,arrivée,arrivées,,,,,
3218,arrière,,,,,,,,arrière,
3219,arriéré,arriéré,arriérés,arriérée,arriérées,,,,,
3220,arrogant,arrogant,arrogants,arrogante,arrogantes,,,,,
3221,arrondi,arrondi,arrondis,arrondie,arrondies,,,,,
3222,arrondisseur,arrondisseur,arrondisseurs,arrondisseuse,arrondisseuses,,,,,
3223,arrosable,,,,,arrosable,arrosables,,,
3224,arroseur,arroseur,arroseurs,arroseuse,arroseuses,,,,,
3225,arrosé,arrosé,arrosés,arrosée,arrosées,,,,,
3226,arrêté,arrêté,arrêtés,arrêtée,arrêtées,,,,,
3227,ars,,,arse,arses,,,ars,,
3228,arse,arse,,,,,,,,
3229,arsenical,arsenical,arsenicaux,arsenicale,arsenicales,,,,,
3230,arsin,arsin,arsins,arsine,arsines,,,,,
3231,arsinique,,,,,arsinique,arsiniques,,,
3232,arsique,,,,,arsique,arsiques,,,
3233,arsonique,,,,,arsonique,arsoniques,,,
3234,arsouille,,,,,arsouille,arsouilles,,,
3235,arséniaté,arséniaté,arséniatés,arséniatée,arséniatées,,,,,
3236,arsénieux,,,arsénieuse,arsénieuses,,,arsénieux,,
3237,arsénifère,,,,,arsénifère,arsénifères,,,
3238,arsénique,,,,,arsénique,arséniques,,,
3239,arsénié,arsénié,arséniés,arséniée,arséniées,,,,,
3240,arthralgique,,,,,arthralgique,arthralgiques,,,
3241,arthritique,,,,,arthritique,arthritiques,,,
3242,arthromyalgique,,,,,arthromyalgique,arthromyalgiques,,,
3243,arthropathique,,,,,arthropathique,arthropathiques,,,
3244,arthroscopique,,,,,arthroscopique,arthroscopiques,,,
3245,arthrosique,,,,,arthrosique,arthrosiques,,,
3246,arthrosporé,arthrosporé,arthrosporés,arthrosporée,arthrosporées,,,,,
3247,arthrosynovial,arthrosynovial,arthrosynoviaux,arthrosynoviale,arthrosynoviales,,,,,
3248,arthurien,arthurien,arthuriens,arthurienne,arthuriennes,,,,,
3249,articulable,,,,,articulable,articulables,,,
3250,articulaire,,,,,articulaire,articulaires,,,
3251,articulateur,articulateur,articulateurs,articulatrice,articulatrices,,,,,
3252,articulatoire,,,,,articulatoire,articulatoires,,,
3253,articulé,articulé,articulés,articulée,articulées,,,,,
3254,artien,artien,artiens,artienne,artiennes,,,,,
3255,artificialiste,,,,,artificialiste,artificialistes,,,
3256,artificiel,artificiel,artificiels,artificielle,artificielles,,,,,
3257,artificieux,,,artificieuse,artificieuses,,,artificieux,,
3258,artisan,artisan,artisans,artisane,artisanes,,,,,
3259,artisanal,artisanal,artisanaux,artisanale,artisanales,,,,,
3260,artiste,,,,,artiste,artistes,,,
3261,artistique,,,,,artistique,artistiques,,,
3262,artocarpé,artocarpé,artocarpés,artocarpée,artocarpées,,,,,
3263,artériel,artériel,artériels,artérielle,artérielles,,,,,
3264,artério-veineux,,,artério-veineuse,artério-veineuses,,,artério-veineux,,
3265,artériolaire,,,,,artériolaire,artériolaires,,,
3266,artériolocapillaire,,,,,artériolocapillaire,artériolocapillaires,,,
3267,artériopathique,,,,,artériopathique,artériopathiques,,,
3268,artérioscléreux,,,artérioscléreuse,artérioscléreuses,,,artérioscléreux,,
3269,artéritique,,,,,artéritique,artéritiques,,,
3270,artésien,artésien,artésiens,artésienne,artésiennes,,,,,
3271,arvale,,,,,arvale,arvales,,,
3272,arvicole,,,,,arvicole,arvicoles,,,
3273,aryanisé,aryanisé,aryanisés,aryanisée,aryanisées,,,,,
3274,aryballisque,,,,,aryballisque,aryballisques,,,
3275,aryen,aryen,aryens,aryenne,aryennes,,,,,
3276,arythmique,,,,,arythmique,arythmiques,,,
3277,arythénoïde,,,,,arythénoïde,arythénoïdes,,,
3278,arythénoïdien,arythénoïdien,arythénoïdiens,arythénoïdienne,arythénoïdiennes,,,,,
3279,aryténoïde,,,,,aryténoïde,aryténoïdes,,,
3280,aryténoïdien,aryténoïdien,aryténoïdiens,aryténoïdienne,aryténoïdiennes,,,,,
3281,arçonné,arçonné,arçonnés,arçonnée,arçonnées,,,,,
3282,aréflexique,,,,,aréflexique,aréflexiques,,,
3283,arégénératif,arégénératif,arégénératifs,arégénérative,arégénératives,,,,,
3284,aréique,,,,,aréique,aréiques,,,
3285,arénacé,arénacé,arénacés,arénacée,arénacées,,,,,
3286,arénaire,,,,,arénaire,arénaires,,,
3287,aréneux,,,aréneuse,aréneuses,,,aréneux,,
3288,arénicole,,,,,arénicole,arénicoles,,,
3289,arénigien,arénigien,arénigiens,arénigienne,arénigiennes,,,,,
3290,arénivore,arénivore,,,,,,,,
3291,arénophile,,,,,arénophile,arénophiles,,,
3292,arénophite,,,,,arénophite,arénophites,,,
3293,aréographique,,,,,aréographique,aréographiques,,,
3294,aréolaire,,,,,aréolaire,aréolaires,,,
3295,aréolé,aréolé,aréolés,aréolée,aréolées,,,,,
3296,aréométrique,,,,,aréométrique,aréométriques,,,
3297,aréopagitique,,,,,aréopagitique,aréopagitiques,,,
3298,arétin,arétin,arétins,arétine,arétines,,,,,
3299,arêteux,,,arêteuse,arêteuses,,,arêteux,,
3300,arêtier,arêtier,arêtiers,arêtière,arêtières,,,,,
